date,long_only,long_short
2012-01-31,-0.007890398241514808,-0.024704207188312257
2012-02-29,-0.004304444663671768,-0.021486904856916265
2012-03-31,-0.0008845578355707714,0.023877874795550886
2012-04-30,0.03118596154283646,0.019850786021211927
2012-05-31,0.001482018177593688,0.02383357199162632
2012-06-30,-0.008338499009450405,-0.02642085648567854
2012-07-31,-0.038992004920613194,0.002453261218521005
2012-08-31,0.008891334318486169,0.043274778836086505
2012-09-30,0.04625056860044935,0.029557447651617046
2012-10-31,0.05365081393444889,0.056493790920247776
2012-11-30,-0.013453856940535476,-0.0019767420243162505
2012-12-31,-0.07165156031699711,-0.03175867218046527
2013-01-31,0.026006005501541297,-0.003629924511218319
2013-02-28,0.005754222576217793,-0.004316758555503318
2013-03-31,-0.0654439086396249,-0.005208682297063194
2013-04-30,0.020584888719160442,0.00642845609899725
2013-05-31,-0.04833420793925625,-0.0007846055173067147
2013-06-30,0.05521679625805427,0.008266773824708104
2013-07-31,-0.050905977090667846,-0.04132411742511251
2013-08-31,0.0015618868203641483,-0.03587373769284223
2013-09-30,-0.037922494892273326,-0.016576334244201303
2013-10-31,0.021397805182937442,0.018181512951176107
2013-11-30,-0.024406772882054582,-0.027917396833287648
2013-12-31,-0.015725367954367582,-0.02373773326172619
2014-01-31,-0.006380287800014152,0.030105293293687007
2014-02-28,0.04814642288410398,0.084956947268654
2014-03-31,-0.014297455073436422,0.01630051705764212
2014-04-30,0.027884461096332244,0.04561959142698761
2014-05-31,-0.036864148174611915,-0.024174670765723646
2014-06-30,-0.050730155280295904,-0.0021405623815586782
2014-07-31,-0.01597433709725143,-0.034865999727138254
2014-08-31,0.00042321481514587906,-0.02103246867032947
2014-09-30,-0.021212601109848465,-0.022095605388506346
2014-10-31,0.00010696558794918987,-0.03866158265746584
2014-11-30,0.00011123102877391754,-0.010484351892497638
2014-12-31,0.009183654012748286,-0.0010221752037510793
2015-01-31,-0.06981913258306108,-0.00028160599595905035
2015-02-28,-0.003318508828576033,0.00418971706348515
2015-03-31,0.07347394700047231,0.009474607918323306
2015-04-30,-0.014666795388815046,0.016847125824101472
2015-05-31,0.010402924960297998,0.01227187204078675
2015-06-30,0.00615898950095332,0.016413462534917028
2015-07-31,-0.0003183142784348343,0.016017690913685254
2015-08-31,0.020739185322390965,0.036384068362884076
2015-09-30,-0.022052266541876857,-0.04236223864777198
2015-10-31,0.021770194014499287,0.006325576949036099
2015-11-30,0.011491571480163321,0.013926591211473894
2015-12-31,-0.023779529969346676,-0.02370667498839752
2016-01-31,-0.002260899121698353,0.006291923269651544
2016-02-29,0.07372170399670651,0.03648023028622243
2016-03-31,-0.012374537557585961,-0.03002284081978819
2016-04-30,-0.043042594129777574,-0.04392218956705539
2016-05-31,0.017026900694893186,0.012303549789693807
2016-06-30,0.016254582390242505,0.01890546254055734
2016-07-31,0.008138671288003461,0.014711855430700431
2016-08-31,-0.007459405187696305,-0.010555623822285991
2016-09-30,0.023422624910529755,-0.013203185258494045
2016-10-31,0.040008111608707625,0.01623170396985713
2016-11-30,0.022969128071983893,0.02911865647669145
2016-12-31,0.04820483176033758,0.03938040880281597
2017-01-31,-0.0028817853519971432,-0.03726253399074515
2017-02-28,-0.030317673918557088,-0.021511310571805803
2017-03-31,-0.023797604280568506,-0.001953192653238017
2017-04-30,0.027874775170256466,0.04760518423212657
2017-05-31,-0.017349478223489735,-0.01716479244065396
2017-06-30,0.008395513208576646,-0.012251484398237538
2017-07-31,0.007060712382594055,-0.03482637815480757
2017-08-31,-0.008090517497854655,0.01576900412892268
2017-09-30,-0.026475891642344852,-0.014634411368084839
2017-10-31,0.04556915156843502,0.04202029565129281
2017-11-30,0.012915825405773873,0.006299589342760872
2017-12-31,0.0224132401494106,0.02942120106123562
2018-01-31,0.007616492985254277,0.03627041497465409
2018-02-28,-0.019191962248325662,-0.010805722066902293
2018-03-31,0.018832891980669716,0.01506894312323553
2018-04-30,0.007719659070749935,-0.0057395842332674946
2018-05-31,0.023247544662888475,0.01762135154535489
2018-06-30,0.018352457841158354,-0.024562509571446615
2018-07-31,0.01200089656673052,0.0054773152384964855
2018-08-31,-0.013405263914828361,-0.035996946191883115
2018-09-30,0.012761939886383163,0.04128228442026054
2018-10-31,0.010905889088658794,0.0203665935675003
2018-11-30,-0.025269663340664324,-0.008688532855609218
2018-12-31,-0.0037788290078428896,0.004083995402057144
2019-01-31,0.02610204226368027,0.011059862343414705
2019-02-28,0.039640281983339354,0.06617885303545494
2019-03-31,-0.03638361015119854,-0.03232669190420513
2019-04-30,0.00486196563209568,-0.022780885728006208
2019-05-31,-0.01776257300333163,0.03448069430465095
2019-06-30,0.01636009706105706,-0.008749578781570747
2019-07-31,0.05294750747903463,0.006709677003193892
2019-08-31,0.019322892306468335,0.019957149264308093
2019-09-30,-0.0186200653180612,0.019761302463541006
2019-10-31,0.002010456425008737,0.039472128693779064
2019-11-30,-0.003625576212324807,0.07104317921720091
2019-12-31,-0.015459203065691188,0.019995946325478756
2020-01-31,-0.05823266562765919,-0.02690215500566025
2020-02-29,0.05424949368091011,0.031548145023678725
2020-03-31,0.022811345396442907,0.037325287748499344
2020-04-30,0.03026297736746641,0.007809269505740929
2020-05-31,0.027069755231274077,0.01942576499734281
