date,long_only,long_short
2012-01-31,-0.01248603096077884,-0.011042234904907283
2012-02-29,0.03962095791165785,0.05004997630259932
2012-03-31,0.07500925959563205,0.06131127068302469
2012-04-30,0.038287054415096784,0.00843881387925426
2012-05-31,0.002224890008657649,0.05517365205568614
2012-06-30,0.02329434648782366,0.03386153102643635
2012-07-31,-0.007898260506670442,0.03698084360437836
2012-08-31,0.019927886565374593,0.06582693220361713
2012-09-30,0.03930985597865975,0.008891331857675745
2012-10-31,0.029775126067033742,0.008004916577238926
2012-11-30,-0.018403867011396256,0.013616381740661172
2012-12-31,-0.017855722811802983,0.026732880875125452
2013-01-31,0.006596318843958406,0.021228910406014306
2013-02-28,-0.00878004637890771,0.04145528083113754
2013-03-31,-0.04139160791525412,0.01736375116402326
2013-04-30,0.013321404802151111,0.011083689963126747
2013-05-31,-0.06428044525492785,-0.020928399785339953
2013-06-30,0.04709384551834728,0.02615047495030073
2013-07-31,-0.02882062579874846,-0.04259755566395429
2013-08-31,0.014393418267001988,0.0014961062632010507
2013-09-30,0.0026973403659520468,0.030342133256650132
2013-10-31,0.014666943178870923,0.04050811819477156
2013-11-30,0.05796183382577985,0.06205754476023311
2013-12-31,0.015938486017384807,0.050710473346901916
2014-01-31,0.018422382931525243,0.05389218460423061
2014-02-28,-0.00012865852197372913,0.02380485294371392
2014-03-31,-0.004696780277195752,0.028772695676691808
2014-04-30,0.03241675304650821,0.03401912106166008
2014-05-31,-0.002856709387377967,0.02031589506686355
2014-06-30,-0.05215191120588249,-0.00890557330299708
2014-07-31,-0.0051090361204951095,0.01393091796809764
2014-08-31,0.033112623122525206,0.00725875825183008
2014-09-30,0.00897080462854323,0.016566840612754062
2014-10-31,0.004867305851584595,-0.016515296406849872
2014-11-30,0.04234213736344895,0.04713278550717752
2014-12-31,-0.00840897224544926,-0.002651831476186479
2015-01-31,-0.046232009374745434,0.03262157255895836
2015-02-28,-0.001038545665340945,-0.004197877840408037
2015-03-31,0.05868958807571673,0.007294432130168235
2015-04-30,0.008844992525251318,-0.011777859773209323
2015-05-31,0.02936437106409058,0.04913071704335215
2015-06-30,0.01596872956840827,-0.0024966551645259176
2015-07-31,0.030693814085091385,0.06880828059418044
2015-08-31,0.03768951589307948,0.06336943069672976
2015-09-30,0.01891886817131098,0.045644886429809975
2015-10-31,0.033781315170375366,0.011063636971767326
2015-11-30,0.024678094638165327,0.02998966275523814
2015-12-31,-0.029304330312640594,-0.02024881397267447
2016-01-31,0.011265089132135598,0.03441311517169392
2016-02-29,0.05709720894216766,0.040811348537600906
2016-03-31,-0.0032217774663226085,-0.00984282535625833
2016-04-30,-0.00924755192157039,0.019398271759232647
2016-05-31,0.0349513014167383,0.007383593133098311
2016-06-30,-0.002136311336560915,0.028955954161221927
2016-07-31,0.0028638335273656057,0.03055593755739023
2016-08-31,0.027754729054475614,0.02616034370447536
2016-09-30,0.037149207617063806,0.03999069167283323
2016-10-31,0.04193359068768149,0.051492097433919845
2016-11-30,0.01589832341106648,0.0027814005131378107
2016-12-31,0.02185137311383307,0.007939288279173905
2017-01-31,0.00343280827826835,0.009639775078562438
2017-02-28,-0.006699919050355369,0.02455381055067291
2017-03-31,0.002789319877049554,0.017619785825524092
2017-04-30,-0.007428616732052687,0.05370750229629103
2017-05-31,0.02725678079498827,0.03576745509338124
2017-06-30,0.015411611614207354,0.00830231082112165
2017-07-31,0.08165496269095877,0.061504015686078634
2017-08-31,-0.0018936379691594926,0.04161501736808969
2017-09-30,-0.008270139372683722,0.02067972134750841
2017-10-31,0.01644951636792357,-0.00857428476495558
2017-11-30,-0.012906008168233216,-0.027908633482416706
2017-12-31,0.06008444401010788,0.08609671037444838
2018-01-31,-0.013492499355261802,0.025195782731386653
2018-02-28,0.012246352300438707,0.011176499354357071
2018-03-31,-0.008041831621668263,0.028680136429851927
2018-04-30,-0.019144531066511965,-0.014752289142456623
2018-05-31,0.004487566515170343,0.0013648701807584883
2018-06-30,0.01550061319122159,0.022124693619922187
2018-07-31,0.030244252703616765,0.05182478915623475
2018-08-31,-0.02011033852214071,0.005618767926196178
2018-09-30,-0.019005520237123097,0.002370693068149724
2018-10-31,0.02928845245122438,0.013128894091510595
2018-11-30,0.015587595866009966,0.06693375648513612
2018-12-31,0.02694014541221313,-0.007812668587233347
2019-01-31,0.03636380882792574,0.004029677512973029
2019-02-28,0.018057860412268797,0.022358601902545253
2019-03-31,0.003633709333922238,0.008087945733621874
2019-04-30,0.022780428054585005,0.0130400677719927
2019-05-31,-0.0530366944639771,0.010361929782035834
2019-06-30,-0.0063398611336058855,0.006629121153061077
2019-07-31,0.01763726047873572,-0.029938031331184344
2019-08-31,0.03163154340341979,0.02476966211798035
2019-09-30,-0.015242939650979405,0.024558292914890457
2019-10-31,0.036117919493140103,0.07550400579987689
2019-11-30,0.023053697257206858,0.09844855519137682
2019-12-31,0.005490667440599664,0.03762256594368955
2020-01-31,0.015815511004346198,0.0625343439275977
2020-02-29,0.036287213454625655,0.008293287182902722
2020-03-31,-0.029743613398748238,0.016281329348172897
2020-04-30,0.022759562222006414,-0.01811463767382641
2020-05-31,0.05046824916120152,0.03828115514200148
